wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_171815-16hmi1rh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n4-wd0.2-200k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/16hmi1rh
Generating dataset: n_nodes=4, n_graphs=200, dataset_seed=42
  train: 1,920 samples | val: 480 samples | vocab size: 8 | seq len: 21
Training: lr=0.001, wd=0.2, n_steps=200,000, seed=0
step    500 | train loss 0.4933 | train acc 0.781 | val loss 1.1390 | val acc 0.602 | ‖g‖ 1.6562 | 6s
step 105000 | train loss 0.0010 | train acc 1.000 | val loss 0.4953 | val acc 0.910 | ‖g‖ 0.1758 | 3615s
step 105500 | train loss 0.0373 | train acc 0.992 | val loss 0.3131 | val acc 0.917 | ‖g‖ 2.5830 | 3622s
step 106000 | train loss 0.0007 | train acc 1.000 | val loss 0.4154 | val acc 0.917 | ‖g‖ 0.0409 | 3630s
step 106500 | train loss 0.0009 | train acc 1.000 | val loss 0.4656 | val acc 0.906 | ‖g‖ 0.0851 | 3638s
step 107000 | train loss 0.0254 | train acc 1.000 | val loss 0.3800 | val acc 0.904 | ‖g‖ 1.6470 | 3649s
step 107500 | train loss 0.0010 | train acc 1.000 | val loss 0.4666 | val acc 0.910 | ‖g‖ 0.0689 | 3655s
step 108000 | train loss 0.0012 | train acc 1.000 | val loss 0.4852 | val acc 0.917 | ‖g‖ 0.1887 | 3663s
step 108500 | train loss 0.0960 | train acc 0.977 | val loss 0.3635 | val acc 0.887 | ‖g‖ 5.1647 | 3672s
step 109000 | train loss 0.0007 | train acc 1.000 | val loss 0.4731 | val acc 0.910 | ‖g‖ 0.0815 | 3680s
step 109500 | train loss 0.0008 | train acc 1.000 | val loss 0.4658 | val acc 0.915 | ‖g‖ 0.0431 | 3688s
step 110000 | train loss 0.1284 | train acc 0.961 | val loss 0.3518 | val acc 0.890 | ‖g‖ 5.6321 | 3713s
step 110500 | train loss 0.0157 | train acc 0.992 | val loss 0.4234 | val acc 0.906 | ‖g‖ 1.4584 | 3718s
step 111000 | train loss 0.0005 | train acc 1.000 | val loss 0.4494 | val acc 0.919 | ‖g‖ 0.0310 | 3730s
step 111500 | train loss 0.0007 | train acc 1.000 | val loss 0.4905 | val acc 0.910 | ‖g‖ 0.0588 | 3738s
step 112000 | train loss 0.0049 | train acc 1.000 | val loss 0.4673 | val acc 0.892 | ‖g‖ 0.5596 | 3745s
step 112500 | train loss 0.0006 | train acc 1.000 | val loss 0.4826 | val acc 0.910 | ‖g‖ 0.0298 | 3753s
step 113000 | train loss 0.0013 | train acc 1.000 | val loss 0.4985 | val acc 0.906 | ‖g‖ 0.2718 | 3848s
step 113500 | train loss 0.0587 | train acc 0.992 | val loss 0.3963 | val acc 0.885 | ‖g‖ 2.0314 | 3854s
step 114000 | train loss 0.0348 | train acc 0.984 | val loss 0.4879 | val acc 0.902 | ‖g‖ 2.4173 | 3862s
step 114500 | train loss 0.0013 | train acc 1.000 | val loss 0.4436 | val acc 0.923 | ‖g‖ 0.0869 | 3869s
step 115000 | train loss 0.0010 | train acc 1.000 | val loss 0.4753 | val acc 0.915 | ‖g‖ 0.0713 | 3877s
step 115500 | train loss 0.0242 | train acc 0.992 | val loss 0.3104 | val acc 0.915 | ‖g‖ 1.6162 | 3884s
step 116000 | train loss 0.0083 | train acc 1.000 | val loss 0.3739 | val acc 0.917 | ‖g‖ 0.6248 | 4446s
step 116500 | train loss 0.0010 | train acc 1.000 | val loss 0.4398 | val acc 0.908 | ‖g‖ 0.0518 | 4453s
step 117000 | train loss 0.0012 | train acc 1.000 | val loss 0.5220 | val acc 0.898 | ‖g‖ 0.1790 | 4459s
step 117500 | train loss 0.0033 | train acc 1.000 | val loss 0.3692 | val acc 0.908 | ‖g‖ 0.1781 | 4466s
step 118000 | train loss 0.0006 | train acc 1.000 | val loss 0.4461 | val acc 0.910 | ‖g‖ 0.0322 | 4474s
step 118500 | train loss 0.0010 | train acc 1.000 | val loss 0.4964 | val acc 0.908 | ‖g‖ 0.1151 | 4482s
step 119000 | train loss 0.0219 | train acc 0.992 | val loss 0.4025 | val acc 0.894 | ‖g‖ 1.1510 | 4490s
step 119500 | train loss 0.0008 | train acc 1.000 | val loss 0.4692 | val acc 0.915 | ‖g‖ 0.0498 | 4497s
step 120000 | train loss 0.0009 | train acc 1.000 | val loss 0.4967 | val acc 0.919 | ‖g‖ 0.1194 | 4505s
step 120500 | train loss 0.0257 | train acc 0.984 | val loss 0.3494 | val acc 0.906 | ‖g‖ 2.3671 | 4513s
step 121000 | train loss 0.0006 | train acc 1.000 | val loss 0.4870 | val acc 0.906 | ‖g‖ 0.0385 | 4522s
step 121500 | train loss 0.0008 | train acc 1.000 | val loss 0.4926 | val acc 0.912 | ‖g‖ 0.0509 | 4529s
step 122000 | train loss 0.1241 | train acc 0.953 | val loss 0.3200 | val acc 0.902 | ‖g‖ 3.6037 | 4537s
step 122500 | train loss 0.0285 | train acc 0.977 | val loss 0.3521 | val acc 0.923 | ‖g‖ 2.1230 | 4544s
step 123000 | train loss 0.0008 | train acc 1.000 | val loss 0.4460 | val acc 0.917 | ‖g‖ 0.0458 | 4551s
step 123500 | train loss 0.0008 | train acc 1.000 | val loss 0.4897 | val acc 0.910 | ‖g‖ 0.0989 | 4557s
step 124000 | train loss 0.0005 | train acc 1.000 | val loss 0.4345 | val acc 0.910 | ‖g‖ 0.0290 | 4564s
step 124500 | train loss 0.0009 | train acc 1.000 | val loss 0.4632 | val acc 0.910 | ‖g‖ 0.1293 | 4571s
step 125000 | train loss 0.0009 | train acc 1.000 | val loss 0.4533 | val acc 0.912 | ‖g‖ 0.0652 | 4578s
step 125500 | train loss 0.0007 | train acc 1.000 | val loss 0.4964 | val acc 0.906 | ‖g‖ 0.0482 | 4583s
step 126000 | train loss 0.0007 | train acc 1.000 | val loss 0.5256 | val acc 0.908 | ‖g‖ 0.0640 | 4589s
step 126500 | train loss 0.0009 | train acc 1.000 | val loss 0.4802 | val acc 0.908 | ‖g‖ 0.0585 | 4595s
step 127000 | train loss 0.0006 | train acc 1.000 | val loss 0.4773 | val acc 0.912 | ‖g‖ 0.0339 | 4601s
step 127500 | train loss 0.0004 | train acc 1.000 | val loss 0.5086 | val acc 0.915 | ‖g‖ 0.0264 | 4607s
step 128000 | train loss 0.0009 | train acc 1.000 | val loss 0.4566 | val acc 0.906 | ‖g‖ 0.0479 | 4613s
step 128500 | train loss 0.0007 | train acc 1.000 | val loss 0.4608 | val acc 0.910 | ‖g‖ 0.0421 | 4620s
step 129000 | train loss 0.0377 | train acc 0.992 | val loss 0.3316 | val acc 0.912 | ‖g‖ 2.7355 | 4626s
step 129500 | train loss 0.0010 | train acc 1.000 | val loss 0.4400 | val acc 0.919 | ‖g‖ 0.0531 | 4632s
step 130000 | train loss 0.0014 | train acc 1.000 | val loss 0.4612 | val acc 0.917 | ‖g‖ 0.2021 | 4638s
step 130500 | train loss 0.0061 | train acc 1.000 | val loss 0.4279 | val acc 0.906 | ‖g‖ 1.1229 | 4644s
step 131000 | train loss 0.0012 | train acc 1.000 | val loss 0.4703 | val acc 0.912 | ‖g‖ 0.1786 | 4650s
step 131500 | train loss 0.0331 | train acc 0.984 | val loss 0.3174 | val acc 0.906 | ‖g‖ 2.0894 | 4656s
step 132000 | train loss 0.0005 | train acc 1.000 | val loss 0.4325 | val acc 0.923 | ‖g‖ 0.0315 | 4662s
step 132500 | train loss 0.0009 | train acc 1.000 | val loss 0.4552 | val acc 0.919 | ‖g‖ 0.0513 | 4668s
step 133000 | train loss 0.0426 | train acc 0.984 | val loss 0.4687 | val acc 0.898 | ‖g‖ 5.6502 | 4673s
step 133500 | train loss 0.0009 | train acc 1.000 | val loss 0.4292 | val acc 0.919 | ‖g‖ 0.0591 | 4679s
step 134000 | train loss 0.0008 | train acc 1.000 | val loss 0.4541 | val acc 0.917 | ‖g‖ 0.0755 | 4686s
step 134500 | train loss 0.0350 | train acc 0.984 | val loss 0.3550 | val acc 0.908 | ‖g‖ 2.7371 | 4691s
step 135000 | train loss 0.0010 | train acc 1.000 | val loss 0.4274 | val acc 0.919 | ‖g‖ 0.0635 | 4697s
step 135500 | train loss 0.0010 | train acc 1.000 | val loss 0.4619 | val acc 0.917 | ‖g‖ 0.1174 | 4703s
step 136000 | train loss 0.0558 | train acc 0.977 | val loss 0.3113 | val acc 0.908 | ‖g‖ 2.8790 | 4709s
step 136500 | train loss 0.0007 | train acc 1.000 | val loss 0.5232 | val acc 0.904 | ‖g‖ 0.0481 | 4715s
step 137000 | train loss 0.0011 | train acc 1.000 | val loss 0.4773 | val acc 0.906 | ‖g‖ 0.0694 | 4721s
step 137500 | train loss 0.0006 | train acc 1.000 | val loss 0.5008 | val acc 0.912 | ‖g‖ 0.0556 | 4727s
step 138000 | train loss 0.0093 | train acc 1.000 | val loss 0.3497 | val acc 0.919 | ‖g‖ 0.4551 | 4733s
step 138500 | train loss 0.0007 | train acc 1.000 | val loss 0.4377 | val acc 0.910 | ‖g‖ 0.0341 | 4738s
step 139000 | train loss 0.0006 | train acc 1.000 | val loss 0.5024 | val acc 0.908 | ‖g‖ 0.0590 | 4745s
step 139500 | train loss 0.0304 | train acc 0.984 | val loss 0.4334 | val acc 0.892 | ‖g‖ 1.7167 | 4751s
step 140000 | train loss 0.0007 | train acc 1.000 | val loss 0.4440 | val acc 0.912 | ‖g‖ 0.0434 | 4770s
step 140500 | train loss 0.0010 | train acc 1.000 | val loss 0.4626 | val acc 0.910 | ‖g‖ 0.1269 | 4775s
step 141000 | train loss 0.0044 | train acc 1.000 | val loss 0.4608 | val acc 0.898 | ‖g‖ 1.0913 | 4782s
step 141500 | train loss 0.0008 | train acc 1.000 | val loss 0.4403 | val acc 0.915 | ‖g‖ 0.0601 | 4787s
step 142000 | train loss 0.0010 | train acc 1.000 | val loss 0.4618 | val acc 0.917 | ‖g‖ 0.1602 | 4793s
step 142500 | train loss 0.1765 | train acc 0.953 | val loss 0.5456 | val acc 0.904 | ‖g‖ 15.0339 | 4798s
step 143000 | train loss 0.0075 | train acc 1.000 | val loss 0.3785 | val acc 0.912 | ‖g‖ 1.5040 | 4804s
step 143500 | train loss 0.0272 | train acc 0.992 | val loss 0.4650 | val acc 0.910 | ‖g‖ 2.5173 | 4810s
step 144000 | train loss 0.0012 | train acc 1.000 | val loss 0.4546 | val acc 0.915 | ‖g‖ 0.1064 | 4816s
step 144500 | train loss 0.0054 | train acc 1.000 | val loss 0.3416 | val acc 0.919 | ‖g‖ 0.6252 | 4821s
step 145000 | train loss 0.0006 | train acc 1.000 | val loss 0.4428 | val acc 0.917 | ‖g‖ 0.0504 | 4827s
step 145500 | train loss 0.0008 | train acc 1.000 | val loss 0.4869 | val acc 0.908 | ‖g‖ 0.0875 | 4833s
step 146000 | train loss 0.0143 | train acc 0.992 | val loss 0.4396 | val acc 0.917 | ‖g‖ 3.3602 | 4840s
step 146500 | train loss 0.0008 | train acc 1.000 | val loss 0.4385 | val acc 0.910 | ‖g‖ 0.0546 | 4846s
step 147000 | train loss 0.0012 | train acc 1.000 | val loss 0.4742 | val acc 0.908 | ‖g‖ 0.1897 | 5001s
step 147500 | train loss 0.0007 | train acc 1.000 | val loss 0.5026 | val acc 0.902 | ‖g‖ 0.0697 | 5006s
step 148000 | train loss 0.0053 | train acc 1.000 | val loss 0.4296 | val acc 0.906 | ‖g‖ 0.4758 | 5012s
step 148500 | train loss 0.0012 | train acc 1.000 | val loss 0.4391 | val acc 0.927 | ‖g‖ 0.0906 | 5017s
step 149000 | train loss 0.0008 | train acc 1.000 | val loss 0.4658 | val acc 0.921 | ‖g‖ 0.0497 | 5022s
step 149500 | train loss 0.0013 | train acc 1.000 | val loss 0.4266 | val acc 0.919 | ‖g‖ 0.0765 | 5028s
step 150000 | train loss 0.0011 | train acc 1.000 | val loss 0.4496 | val acc 0.908 | ‖g‖ 0.0604 | 5034s
step 150500 | train loss 0.0009 | train acc 1.000 | val loss 0.4813 | val acc 0.904 | ‖g‖ 0.0835 | 5040s
step 151000 | train loss 0.0014 | train acc 1.000 | val loss 0.4641 | val acc 0.910 | ‖g‖ 0.2283 | 5046s
step 151500 | train loss 0.0012 | train acc 1.000 | val loss 0.4442 | val acc 0.910 | ‖g‖ 0.1032 | 5052s
step 152000 | train loss 0.0009 | train acc 1.000 | val loss 0.4686 | val acc 0.902 | ‖g‖ 0.1104 | 5057s
step 152500 | train loss 0.0011 | train acc 1.000 | val loss 0.4282 | val acc 0.919 | ‖g‖ 0.0849 | 5063s
step 153000 | train loss 0.0007 | train acc 1.000 | val loss 0.4634 | val acc 0.917 | ‖g‖ 0.0563 | 5069s
step 153500 | train loss 0.0134 | train acc 1.000 | val loss 0.4219 | val acc 0.906 | ‖g‖ 1.1774 | 5075s
step 154000 | train loss 0.0007 | train acc 1.000 | val loss 0.4492 | val acc 0.910 | ‖g‖ 0.0813 | 5081s
step 154500 | train loss 0.0008 | train acc 1.000 | val loss 0.4799 | val acc 0.906 | ‖g‖ 0.0522 | 5087s
step 155000 | train loss 0.0008 | train acc 1.000 | val loss 0.5358 | val acc 0.906 | ‖g‖ 0.1325 | 5093s
step 155500 | train loss 0.0017 | train acc 1.000 | val loss 0.4355 | val acc 0.904 | ‖g‖ 0.1219 | 5099s
step 156000 | train loss 0.0010 | train acc 1.000 | val loss 0.4701 | val acc 0.906 | ‖g‖ 0.0690 | 5106s
step 156500 | train loss 0.0030 | train acc 1.000 | val loss 0.5084 | val acc 0.904 | ‖g‖ 1.6315 | 5114s
step 157000 | train loss 0.0017 | train acc 1.000 | val loss 0.3929 | val acc 0.925 | ‖g‖ 0.0878 | 5120s
step 157500 | train loss 0.0006 | train acc 1.000 | val loss 0.4431 | val acc 0.919 | ‖g‖ 0.0435 | 5126s
step 158000 | train loss 0.0099 | train acc 0.992 | val loss 0.3878 | val acc 0.912 | ‖g‖ 0.9897 | 5132s
step 158500 | train loss 0.0006 | train acc 1.000 | val loss 0.4477 | val acc 0.917 | ‖g‖ 0.0394 | 5138s
step 159000 | train loss 0.0007 | train acc 1.000 | val loss 0.5053 | val acc 0.917 | ‖g‖ 0.0825 | 5144s
step 159500 | train loss 0.0111 | train acc 1.000 | val loss 0.3604 | val acc 0.921 | ‖g‖ 0.8442 | 5150s
step 160000 | train loss 0.0007 | train acc 1.000 | val loss 0.4089 | val acc 0.917 | ‖g‖ 0.0360 | 5157s
step 160500 | train loss 0.0008 | train acc 1.000 | val loss 0.4415 | val acc 0.919 | ‖g‖ 0.0549 | 5163s
step 161000 | train loss 0.3046 | train acc 0.898 | val loss 0.4628 | val acc 0.842 | ‖g‖ 5.2462 | 5170s
step 161500 | train loss 0.0039 | train acc 1.000 | val loss 0.3850 | val acc 0.908 | ‖g‖ 0.2567 | 5178s
step 162000 | train loss 0.0008 | train acc 1.000 | val loss 0.4294 | val acc 0.919 | ‖g‖ 0.0475 | 5185s
step 162500 | train loss 0.0008 | train acc 1.000 | val loss 0.4766 | val acc 0.908 | ‖g‖ 0.0763 | 5191s
step 163000 | train loss 0.0062 | train acc 1.000 | val loss 0.3707 | val acc 0.921 | ‖g‖ 0.3715 | 5197s
step 163500 | train loss 0.0007 | train acc 1.000 | val loss 0.4204 | val acc 0.910 | ‖g‖ 0.0462 | 5204s
step 164000 | train loss 0.0012 | train acc 1.000 | val loss 0.4612 | val acc 0.915 | ‖g‖ 0.1817 | 5210s
step 164500 | train loss 0.0060 | train acc 1.000 | val loss 0.4039 | val acc 0.912 | ‖g‖ 0.6018 | 5216s
step 165000 | train loss 0.0008 | train acc 1.000 | val loss 0.3963 | val acc 0.921 | ‖g‖ 0.0540 | 5222s
step 165500 | train loss 0.0006 | train acc 1.000 | val loss 0.4331 | val acc 0.921 | ‖g‖ 0.0503 | 5228s
step 166000 | train loss 0.0006 | train acc 1.000 | val loss 0.4653 | val acc 0.921 | ‖g‖ 0.0795 | 5235s
step 166500 | train loss 0.0020 | train acc 1.000 | val loss 0.4172 | val acc 0.923 | ‖g‖ 0.2156 | 5241s
step 167000 | train loss 0.0007 | train acc 1.000 | val loss 0.4426 | val acc 0.908 | ‖g‖ 0.0389 | 5248s
step 167500 | train loss 0.0008 | train acc 1.000 | val loss 0.4857 | val acc 0.910 | ‖g‖ 0.0648 | 5256s
step 168000 | train loss 0.0388 | train acc 0.984 | val loss 0.3256 | val acc 0.910 | ‖g‖ 3.4724 | 5265s
step 168500 | train loss 0.0085 | train acc 0.992 | val loss 0.4118 | val acc 0.933 | ‖g‖ 2.2684 | 5275s
step 169000 | train loss 0.0007 | train acc 1.000 | val loss 0.4151 | val acc 0.919 | ‖g‖ 0.0420 | 5285s
step 169500 | train loss 0.0007 | train acc 1.000 | val loss 0.4286 | val acc 0.919 | ‖g‖ 0.0437 | 5293s
step 170000 | train loss 0.0064 | train acc 1.000 | val loss 0.3936 | val acc 0.921 | ‖g‖ 0.9486 | 5301s
step 170500 | train loss 0.0010 | train acc 1.000 | val loss 0.4078 | val acc 0.917 | ‖g‖ 0.0838 | 5308s
step 171000 | train loss 0.0007 | train acc 1.000 | val loss 0.4711 | val acc 0.910 | ‖g‖ 0.0717 | 5315s
step 171500 | train loss 0.0011 | train acc 1.000 | val loss 0.4115 | val acc 0.915 | ‖g‖ 0.0674 | 5323s
step 172000 | train loss 0.0012 | train acc 1.000 | val loss 0.4413 | val acc 0.915 | ‖g‖ 0.1082 | 5330s
step 172500 | train loss 0.0424 | train acc 0.984 | val loss 0.3464 | val acc 0.910 | ‖g‖ 4.0051 | 5338s
step 173000 | train loss 0.0006 | train acc 1.000 | val loss 0.3988 | val acc 0.921 | ‖g‖ 0.0621 | 5345s
step 173500 | train loss 0.0009 | train acc 1.000 | val loss 0.4284 | val acc 0.915 | ‖g‖ 0.0938 | 5354s
step 174000 | train loss 0.0585 | train acc 0.992 | val loss 0.3456 | val acc 0.917 | ‖g‖ 3.1342 | 5361s
step 174500 | train loss 0.0009 | train acc 1.000 | val loss 0.4150 | val acc 0.910 | ‖g‖ 0.0796 | 5369s
step 175000 | train loss 0.0008 | train acc 1.000 | val loss 0.4536 | val acc 0.921 | ‖g‖ 0.1045 | 5377s
step 175500 | train loss 0.0009 | train acc 1.000 | val loss 0.3855 | val acc 0.919 | ‖g‖ 0.0518 | 5384s
step 176000 | train loss 0.0009 | train acc 1.000 | val loss 0.4361 | val acc 0.917 | ‖g‖ 0.0945 | 5392s
step 176500 | train loss 0.0232 | train acc 0.992 | val loss 0.3873 | val acc 0.912 | ‖g‖ 1.8014 | 5401s
step 177000 | train loss 0.0013 | train acc 1.000 | val loss 0.4318 | val acc 0.921 | ‖g‖ 0.1286 | 5409s
step 177500 | train loss 0.0010 | train acc 1.000 | val loss 0.4651 | val acc 0.915 | ‖g‖ 0.0877 | 5416s
step 178000 | train loss 0.0039 | train acc 1.000 | val loss 0.4482 | val acc 0.900 | ‖g‖ 0.2301 | 5423s
step 178500 | train loss 0.0008 | train acc 1.000 | val loss 0.4053 | val acc 0.927 | ‖g‖ 0.0482 | 5432s
step 179000 | train loss 0.0008 | train acc 1.000 | val loss 0.4409 | val acc 0.925 | ‖g‖ 0.0550 | 5442s
step 179500 | train loss 0.0663 | train acc 0.969 | val loss 0.2500 | val acc 0.921 | ‖g‖ 2.8588 | 5451s
step 180000 | train loss 0.0007 | train acc 1.000 | val loss 0.4180 | val acc 0.915 | ‖g‖ 0.0313 | 5461s
step 180500 | train loss 0.0010 | train acc 1.000 | val loss 0.4400 | val acc 0.910 | ‖g‖ 0.0871 | 5471s
step 181000 | train loss 0.0007 | train acc 1.000 | val loss 0.4790 | val acc 0.910 | ‖g‖ 0.0800 | 5482s
step 181500 | train loss 0.0005 | train acc 1.000 | val loss 0.3903 | val acc 0.925 | ‖g‖ 0.0292 | 5492s
step 182000 | train loss 0.0008 | train acc 1.000 | val loss 0.4151 | val acc 0.917 | ‖g‖ 0.0499 | 5502s
step 182500 | train loss 0.0006 | train acc 1.000 | val loss 0.4547 | val acc 0.919 | ‖g‖ 0.0677 | 5511s
step 183000 | train loss 0.0029 | train acc 1.000 | val loss 0.4293 | val acc 0.919 | ‖g‖ 0.2469 | 5520s
step 183500 | train loss 0.0008 | train acc 1.000 | val loss 0.4204 | val acc 0.921 | ‖g‖ 0.0436 | 5529s
step 184000 | train loss 0.0005 | train acc 1.000 | val loss 0.4526 | val acc 0.917 | ‖g‖ 0.0450 | 5537s
step 184500 | train loss 0.0261 | train acc 0.992 | val loss 0.3386 | val acc 0.917 | ‖g‖ 1.8532 | 5546s
step 185000 | train loss 0.0013 | train acc 1.000 | val loss 0.3989 | val acc 0.915 | ‖g‖ 0.1009 | 5555s
step 185500 | train loss 0.0013 | train acc 1.000 | val loss 0.4303 | val acc 0.917 | ‖g‖ 0.1302 | 5565s
step 186000 | train loss 0.0008 | train acc 1.000 | val loss 0.4600 | val acc 0.915 | ‖g‖ 0.0659 | 5574s
step 186500 | train loss 0.0131 | train acc 0.992 | val loss 0.4036 | val acc 0.917 | ‖g‖ 1.6406 | 5582s
step 187000 | train loss 0.0008 | train acc 1.000 | val loss 0.4081 | val acc 0.915 | ‖g‖ 0.0629 | 5592s
step 187500 | train loss 0.0006 | train acc 1.000 | val loss 0.4428 | val acc 0.919 | ‖g‖ 0.0452 | 5600s
step 188000 | train loss 0.0081 | train acc 1.000 | val loss 0.3012 | val acc 0.908 | ‖g‖ 0.5166 | 5609s
step 188500 | train loss 0.0013 | train acc 1.000 | val loss 0.4137 | val acc 0.921 | ‖g‖ 0.0908 | 5618s
step 189000 | train loss 0.0771 | train acc 0.969 | val loss 0.3810 | val acc 0.896 | ‖g‖ 5.6509 | 5630s
step 189500 | train loss 0.0009 | train acc 1.000 | val loss 0.4300 | val acc 0.917 | ‖g‖ 0.0621 | 5642swandb: updating run metadata
wandb: uploading output.log; uploading wandb-summary.json; uploading config.yaml
wandb: 
wandb: Run history:
wandb:       train/acc ▇▅██▇▆█▆▇▁▇█▇██▆███████████████████▇████
wandb: train/grad_norm ▄▅▄██▅▄▁▇▂▁▁▁▃▆▃▂▅▁▄▁▁▆▁▁▁▁▁▁▁▁▂▁▁▃▂▁▁▄▁
wandb:      train/loss █▁▁▃▁▁▅▁▁▁▁▁▁▁▄▄▃▁▁▂▁▁▁▁▅▂▁▁▁▁▁▁▃▁▁▁▁▁▁▁
wandb:         val/acc ▁▂▂▁▂▂▃▄████████████████▇██████▆████████
wandb:        val/loss ▆▆███▇▇▆▇▇▆▂▂▁▂▁▁▁▁▂▂▁▁▂▁▂▂▁▁▂▁▁▁▁▁▁▁▁▁▁
wandb: 
wandb: Run summary:
wandb:       train/acc 1
wandb: train/grad_norm 0.07799
wandb:      train/loss 0.00081
wandb:         val/acc 0.9125
wandb:        val/loss 0.42502
wandb: 
wandb: 🚀 View run n4-wd0.2-200k-seed0 at: https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/16hmi1rh
wandb: ⭐️ View project at: https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260517_171815-16hmi1rh/logs

step 190000 | train loss 0.0005 | train acc 1.000 | val loss 0.4463 | val acc 0.915 | ‖g‖ 0.0610 | 5654s
step 190500 | train loss 0.1132 | train acc 0.953 | val loss 0.3785 | val acc 0.879 | ‖g‖ 5.4416 | 5663s
step 191000 | train loss 0.0008 | train acc 1.000 | val loss 0.3743 | val acc 0.921 | ‖g‖ 0.0518 | 5673s
step 191500 | train loss 0.0007 | train acc 1.000 | val loss 0.4163 | val acc 0.919 | ‖g‖ 0.0377 | 5681s
step 192000 | train loss 0.0006 | train acc 1.000 | val loss 0.4839 | val acc 0.912 | ‖g‖ 0.0600 | 5688s
step 192500 | train loss 0.0008 | train acc 1.000 | val loss 0.4301 | val acc 0.921 | ‖g‖ 0.0657 | 5696s
step 193000 | train loss 0.0009 | train acc 1.000 | val loss 0.4213 | val acc 0.921 | ‖g‖ 0.0652 | 5704s
step 193500 | train loss 0.0008 | train acc 1.000 | val loss 0.4005 | val acc 0.923 | ‖g‖ 0.0459 | 5712s
step 194000 | train loss 0.0009 | train acc 1.000 | val loss 0.4271 | val acc 0.925 | ‖g‖ 0.0755 | 5719s
step 194500 | train loss 0.0006 | train acc 1.000 | val loss 0.4582 | val acc 0.919 | ‖g‖ 0.0871 | 5726s
step 195000 | train loss 0.0007 | train acc 1.000 | val loss 0.4042 | val acc 0.931 | ‖g‖ 0.0509 | 5737s
step 195500 | train loss 0.0006 | train acc 1.000 | val loss 0.4564 | val acc 0.910 | ‖g‖ 0.0701 | 5747s
step 196000 | train loss 0.0006 | train acc 1.000 | val loss 0.4850 | val acc 0.919 | ‖g‖ 0.0791 | 5755s
step 196500 | train loss 0.0008 | train acc 1.000 | val loss 0.4211 | val acc 0.919 | ‖g‖ 0.0379 | 5762s
step 197000 | train loss 0.0007 | train acc 1.000 | val loss 0.4646 | val acc 0.906 | ‖g‖ 0.0500 | 5769s
step 197500 | train loss 0.0005 | train acc 1.000 | val loss 0.4990 | val acc 0.915 | ‖g‖ 0.0487 | 5776s
step 198000 | train loss 0.0006 | train acc 1.000 | val loss 0.4159 | val acc 0.917 | ‖g‖ 0.0283 | 5785s
step 198500 | train loss 0.0007 | train acc 1.000 | val loss 0.4419 | val acc 0.917 | ‖g‖ 0.0576 | 5798s
step 199000 | train loss 0.0164 | train acc 0.992 | val loss 0.3345 | val acc 0.910 | ‖g‖ 2.1995 | 5811s
step 199500 | train loss 0.0006 | train acc 1.000 | val loss 0.3954 | val acc 0.917 | ‖g‖ 0.0330 | 5821s
step 200000 | train loss 0.0008 | train acc 1.000 | val loss 0.4250 | val acc 0.912 | ‖g‖ 0.0780 | 5832s
